📡央视频道,#genre#
CCTV-3高清,http://49.64.23.83:4242/rtp/239.49.9.31:6000
CCTV-4高清,http://49.64.23.83:4242/rtp/239.49.8.131:6000
CCTV-5高清,http://49.64.23.83:4242/rtp/239.49.9.32:6000
CCTV-5+高清,http://49.64.23.83:4242/rtp/239.49.8.137:6000
CCTV-6高清,http://49.64.23.83:4242/rtp/239.49.9.33:6000
CCTV-7高清,http://49.64.23.83:4242/rtp/239.49.8.132:6000
CCTV-8高清,http://49.64.23.83:4242/rtp/239.49.9.34:6000
CCTV-9高清,http://49.64.23.83:4242/rtp/239.49.8.133:6000
CCTV10高清,http://49.64.23.83:4242/rtp/239.49.8.134:6000
CCTV12高清,http://49.64.23.83:4242/rtp/239.49.8.135:6000
CCTV13高清,http://49.64.23.83:4242/rtp/239.49.9.43:6000
CCTV14高清,http://49.64.23.83:4242/rtp/239.49.8.136:6000
CCTV-1高清,http://117.62.36.206:4022/rtp/239.49.8.129:6000
CCTV-2高清,http://117.62.36.206:4022/rtp/239.49.8.130:6000
CCTV-3高清,http://117.62.36.206:4022/rtp/239.49.9.31:6000
CCTV-4高清,http://117.62.36.206:4022/rtp/239.49.8.131:6000
CCTV-5高清,http://117.62.36.206:4022/rtp/239.49.9.32:6000
CCTV-5+高清,http://117.62.36.206:4022/rtp/239.49.8.137:6000
CCTV-6高清,http://117.62.36.206:4022/rtp/239.49.9.33:6000
CCTV-7高清,http://117.62.36.206:4022/rtp/239.49.8.132:6000
CCTV-8高清,http://117.62.36.206:4022/rtp/239.49.9.34:6000
CCTV-9高清,http://117.62.36.206:4022/rtp/239.49.8.133:6000
CCTV10高清,http://117.62.36.206:4022/rtp/239.49.8.134:6000
CCTV12高清,http://117.62.36.206:4022/rtp/239.49.8.135:6000
CCTV13高清,http://117.62.36.206:4022/rtp/239.49.9.43:6000
CCTV-1高清,http://49.75.167.254:8888/rtp/239.49.8.129:6000
CCTV-2高清,http://49.75.167.254:8888/rtp/239.49.8.130:6000
CCTV-3高清,http://49.75.167.254:8888/rtp/239.49.9.31:6000
CCTV-4高清,http://49.75.167.254:8888/rtp/239.49.8.131:6000
CCTV-5高清,http://49.75.167.254:8888/rtp/239.49.9.32:6000
CCTV-5+高清,http://49.75.167.254:8888/rtp/239.49.8.137:6000
CCTV-6高清,http://49.75.167.254:8888/rtp/239.49.9.33:6000
CCTV-7高清,http://49.75.167.254:8888/rtp/239.49.8.132:6000
CCTV-8高清,http://49.75.167.254:8888/rtp/239.49.9.34:6000
CCTV-9高清,http://49.75.167.254:8888/rtp/239.49.8.133:6000
CCTV10高清,http://49.75.167.254:8888/rtp/239.49.8.134:6000
CCTV12高清,http://49.75.167.254:8888/rtp/239.49.8.135:6000
CCTV13高清,http://49.75.167.254:8888/rtp/239.49.9.43:6000
CCTV14高清,http://49.75.167.254:8888/rtp/239.49.8.136:6000
📡卫视频道,#genre#
江苏卫视高清,http://114.223.61.163:9999/rtp/239.49.8.138:6000
浙江卫视高清,http://114.223.61.163:9999/rtp/239.49.8.139:6000
东方卫视高清,http://114.223.61.163:9999/rtp/239.49.8.140:6000
北京卫视高清,http://114.223.61.163:9999/rtp/239.49.8.141:6000
湖南卫视高清,http://114.223.61.163:9999/rtp/239.49.8.142:6000
广东卫视高清,http://114.223.61.163:9999/rtp/239.49.8.143:6000
黑龙江卫视清,http://114.223.61.163:9999/rtp/239.49.8.144:6000
深圳卫视高清,http://114.223.61.163:9999/rtp/239.49.8.145:6000
山东卫视高清,http://114.223.61.163:9999/rtp/239.49.8.146:6000
湖北卫视高清,http://114.223.61.163:9999/rtp/239.49.8.147:6000
天津卫视高清,http://114.223.61.163:9999/rtp/239.49.8.148:6000
重庆卫视高清,http://114.223.61.163:9999/rtp/239.49.8.149:6000
辽宁卫视高清,http://114.223.61.163:9999/rtp/239.49.8.173:6000
贵州卫视高清,http://114.223.61.163:9999/rtp/239.49.8.174:6000
四川卫视高清,http://114.223.61.163:9999/rtp/239.49.8.184:6000
江西卫视高清,http://114.223.61.163:9999/rtp/239.49.8.185:6000
东南卫视高清,http://114.223.61.163:9999/rtp/239.49.8.186:6000
吉林卫视高清,http://114.223.61.163:9999/rtp/239.49.8.187:6000
